X,Y,Z
36.4436,2.70489,236.096
32.8211,2.3976,209.274
33.8564,2.92161,222.907
38.2528,3.05243,232.888
40.0616,3.63524,260.929
30.9269,2.73295,196.165
34.7125,3.42846,232.327
30.1378,2.97867,191.16
31.7075,3.06959,196.995
35.284,2.79488,170.345
40.4741,4.4944,260.814
29.401,3.67507,194.63
44.9999,2.95097,156.282
31.9022,3.072,155.88
33.3162,4.16467,202.833
32.484,4.72158,221.073
39.7795,4.90175,229.509
43.6049,5.77296,260.246
33.0457,3.8957,175.619
43.0794,6.0955,264.933
34.3933,4.79354,208.345
34.7819,4.46827,194.207
35.7539,4.29643,186.738
40.886,3.24838,141.186
45.5808,7.0918,287.608
36.2782,4.8388,196.238
41.2525,6.7029,263.035
34.7819,4.94898,194.207
44.3017,6.02606,236.474
45.364,7.45285,283.292
35.0912,5.70638,216.906
32.6492,4.94634,182.299
45.4391,4.412,157.807
39.7073,7.77813,270.231
42.2814,7.02231,237.174
32.59,5.24295,177.077
35.9603,3.69772,124.888
31.3208,6.046,198.663
41.9668,7.00224,224.011
42.3622,6.26815,200.527
43.3513,8.02461,250.116
44.4398,7.78184,242.55
29.819,6.15983,187.18
32.0121,6.31851,192.002
41.0201,7.23745,219.926
31.5672,6.32436,187.479
41.8658,7.9221,234.842
34.3363,5.52603,163.814
31.6427,7.48411,216.562
36.114,6.78127,196.225
42.0239,7.75209,224.316
42.0825,7.69516,222.669
30.876,6.6181,187.038
33.8281,6.25161,176.68
33.7194,7.70397,212.765
37.1893,7.91985,218.727
50.6696,10.2441,282.918
38.2917,6.66725,184.133
35.6582,7.27301,196.388
33.6108,6.61509,178.622
30.7863,7.471,197.337
42.5128,5.94734,157.092
49.6144,9.19283,237.638
51.2379,10.098,250.358
42.1242,6.33617,157.092
35.9603,5.1403,124.888
33.5514,6.96202,162.628
41.844,6.74248,157.5
30.396,8.68516,199.043
35.9603,5.55247,124.888
42.7298,12.304,266.842
45.5363,14.1649,296.586
47.2241,14.2547,293.398
46.8917,15.3376,310.415
31.6213,8.16026,165.154
32.0331,8.09228,163.778
40.6359,10.1378,201.807
38.16,8.29698,165.163
38.4572,8.24391,164.107
38.2686,8.0004,156.686
39.0438,8.12968,156.686
39.5162,12.8749,244.258
36.1242,11.3643,215.599
40.5414,10.7446,203.842
34.5656,8.8984,166.215
35.7215,8.36661,156.282
36.915,8.47372,155.88
37.8973,8.52118,156.753
39.8452,8.49556,156.282
38.8323,12.543,227.288
39.8429,10.4488,189.34
34.6906,8.6245,156.282
39.2009,8.6245,156.282
33.2246,8.94863,159.767
46.8247,12.8997,226.966
45.1604,10.9144,192.035
43.5249,8.61592,151.594
38.8296,14.0543,243.741
38.2624,13.4996,234.121
34.1326,11.5753,200.749
45.8284,12.9118,223.926
38.3963,10.4393,181.047
35.6846,9.16389,156.686
36.915,9.11678,155.88
40.465,9.1639,156.686
41.8725,13.1983,222.528
48.8161,14.6794,247.5
41.5042,12.0979,201.176
37.881,9.42245,156.686
37.4937,9.01852,149.969
45.4351,13.2142,216.764
34.0718,8.44718,138.567
33.9979,11.7288,189.83
33.6452,9.65191,156.215
38.8143,9.65605,156.282
47.7101,18.3708,293.411
45.2833,14.023,223.97
38.7589,10.072,160.866
36.3659,9.91394,156.282
34.9106,11.9224,185.53
41.0688,13.4367,209.095
45.2641,14.2126,221.169
38.3289,10.0171,155.88
38.671,8.65521,134.688
36.528,14.8819,225.787
37.7348,10.4163,156.081
30.2088,12.181,180.295
37.4292,10.5315,155.88
33.3141,13.9402,203.844
41.4534,13.632,199.337
44.4978,10.5082,153.658
45.4583,18.5452,264.792
35.1776,11.6623,166.517
35.311,10.2293,146.056
42.1713,18.7584,264.717
35.1205,14.8533,209.609
46.3635,16.0531,226.541
39.8808,11.81,166.663
45.0549,11.1198,156.922
36.8813,11.2034,156.282
38.774,16.5362,228.047
37.9021,15.7073,216.616
38.2988,11.3323,156.282
35.3726,11.4318,155.88
40.1861,14.6212,197.151
35.8672,11.4719,154.687
40.1283,12.6993,171.238
36.7865,11.5604,155.88
38.5566,11.5902,156.282
32.9334,14.7392,196.556
34.8195,11.7192,156.282
38.0212,11.6342,155.149
31.5216,15.2374,200.988
41.9801,19.4739,256.87
35.2441,11.8176,155.88
39.9741,11.977,156.282
35.6846,12.2665,156.686
38.481,12.7656,163.061
35.7395,17.477,220.913
38.0719,12.3321,155.88
35.7948,12.4288,155.481
42.7466,21.2329,260.246
38.4575,12.7179,155.88
41.8098,11.8984,144.376
38.4664,16.3017,195.845
38.1024,12.9419,155.481
35.1593,19.1475,227.776
41.3377,16.9794,201.984
40.337,16.1139,191.688
37.9505,11.1113,132.178
38.0458,20.2731,238.821
50.8677,26.1506,305.094
44.1296,13.1741,153.7
35.7032,19.2801,220.689
40.1046,17.9894,205.915
36.7865,13.6182,155.88
33.5133,13.7223,155.602
42.8304,19.4106,218.063
31.892,15.0289,167.288
33.5018,13.4096,149.263
36.3426,13.9324,155.083
39.8452,14.0401,156.282
50.0141,21.1344,233.108
39.2563,14.2247,155.481
43.0435,23.9507,259.449
31.2188,15.9446,172.722
36.0179,11.4816,124.376
37.5896,14.4813,155.481
37.0436,14.6471,155.88
37.5257,14.6849,156.282
40.2075,13.5053,140.039
